iter	Passed	Remaining
1666	22566	45120
1667	22579	45104
1668	22591	45087
1669	22602	45069
1670	22614	45052
1671	22626	45036
1672	22637	45018
1673	22650	45002
1674	22662	44987
1675	22674	44969
1676	22686	44953
1677	22698	44937
1678	22711	44923
1679	22723	44906
1680	22735	44889
1681	22747	44873
1682	22759	44856
1683	22772	44841
1684	22783	44823
1685	22795	44807
1686	22807	44790
1687	22819	44773
1688	22831	44757
1689	22843	44740
1690	22855	44724
1691	22867	44708
1692	22879	44691
1693	22891	44674
1694	22904	44659
1695	22916	44643
1696	22928	44627
1697	22939	44609
1698	22952	44594
1699	22964	44577
1700	22976	44561
1701	22989	44547
1702	23001	44530
1703	23013	44514
1704	23025	44498
1705	23038	44483
1706	23049	44465
1707	23062	44449
1708	23074	44433
1709	23085	44416
1710	23098	44400
1711	23109	44383
1712	23121	44366
1713	23133	44350
1714	23146	44335
1715	23158	44320
1716	23170	44303
1717	23183	44287
1718	23199	44280
1719	23215	44271
1720	23234	44268
1721	23250	44259
1722	23263	44245
1723	23276	44230
1724	23289	44216
1725	23301	44199
1726	23313	44182
1727	23325	44167
1728	23342	44161
1729	23357	44149
1730	23370	44135
1731	23382	44118
1732	23394	44103
1733	23407	44087
1734	23419	44072
1735	23431	44056
1736	23446	44044
1737	23459	44029
1738	23471	44015
1739	23484	43999
1740	23497	43984
1741	23509	43969
1742	23522	43954
1743	23535	43940
1744	23547	43923
1745	23558	43904
1746	23570	43889
1747	23581	43871
1748	23593	43855
1749	23606	43840
1750	23618	43825
1751	23630	43807
1752	23641	43790
1753	23655	43776
1754	23667	43761
1755	23679	43745
1756	23692	43730
1757	23705	43716
1758	23718	43701
1759	23731	43688
1760	23745	43674
1761	23759	43662
1762	23772	43647
1763	23785	43633
1764	23798	43619
1765	23812	43606
1766	23824	43590
1767	23837	43577
1768	23850	43562
1769	23863	43547
1770	23875	43531
1771	23947	43625
1772	23975	43636
1773	23990	43625
1774	24002	43609
1775	24014	43594
1776	24027	43579
1777	24039	43562
1778	24049	43543
1779	24062	43528
1780	24074	43511
1781	24085	43494
1782	24096	43477
1783	24109	43461
1784	24121	43445
1785	24134	43431
1786	24146	43415
1787	24159	43400
1788	24171	43383
1789	24184	43369
1790	24196	43353
1791	24208	43337
1792	24220	43320
1793	24232	43305
1794	24244	43289
1795	24256	43272
1796	24268	43257
1797	24280	43239
1798	24293	43226
1799	24305	43210
1800	24318	43196
1801	24341	43199
1802	24355	43186
1803	24367	43170
1804	24379	43154
1805	24391	43137
1806	24404	43123
1807	24416	43107
1808	24430	43094
1809	24443	43080
1810	24454	43062
1811	24466	43046
1812	24479	43031
1813	24492	43016
1814	24504	43001
1815	24517	42987
1816	24530	42971
1817	24543	42957
1818	24555	42942
1819	24568	42927
1820	24581	42913
1821	24594	42898
1822	24606	42882
1823	24619	42868
1824	24632	42853
1825	24644	42838
1826	24657	42823
1827	24669	42807
1828	24681	42791
1829	24693	42774
1830	24705	42759
1831	24718	42744
1832	24730	42729
1833	24743	42714
1834	24756	42700
1835	24769	42685
1836	24781	42670
1837	24795	42656
1838	24807	42641
1839	24821	42627
1840	24833	42612
1841	24846	42598
1842	24860	42584
1843	24871	42568
1844	24884	42553
1845	24898	42540
1846	24910	42524
1847	24923	42510
1848	24938	42499
1849	24950	42484
1850	24963	42468
1851	24975	42453
1852	24989	42439
1853	25001	42424
1854	25015	42411
1855	25028	42397
1856	25041	42383
1857	25053	42367
1858	25065	42351
1859	25077	42335
1860	25089	42318
1861	25101	42303
1862	25115	42289
1863	25127	42274
1864	25139	42258
1865	25151	42242
1866	25164	42228
1867	25177	42213
1868	25188	42196
1869	25201	42182
1870	25213	42166
1871	25227	42153
1872	25238	42135
1873	25250	42120
1874	25263	42105
1875	25274	42088
1876	25287	42073
1877	25299	42058
1878	25320	42057
1879	25334	42045
1880	25346	42028
1881	25359	42013
1882	25372	42000
1883	25385	41984
1884	25396	41968
1885	25409	41953
1886	25422	41939
1887	25435	41925
1888	25446	41908
1889	25458	41892
1890	25470	41876
1891	25483	41861
1892	25495	41845
1893	25508	41832
1894	25520	41816
1895	25532	41800
1896	25544	41784
1897	25556	41768
1898	25570	41755
1899	25581	41738
1900	25594	41723
1901	25606	41708
1902	25619	41693
1903	25632	41679
1904	25645	41664
1905	25656	41648
1906	25670	41635
1907	25682	41619
1908	25694	41604
1909	25707	41590
1910	25720	41575
1911	25732	41559
1912	25744	41543
1913	25755	41527
1914	25767	41510
1915	25780	41495
1916	25794	41483
1917	25806	41468
1918	25818	41452
1919	25830	41436
1920	25843	41421
1921	25855	41406
1922	25869	41393
1923	25882	41379
1924	25894	41364
1925	25907	41349
1926	25919	41334
1927	25930	41316
1928	25943	41301
1929	25955	41286
1930	25966	41269
1931	25978	41253
1932	25991	41239
1933	26003	41223
1934	26014	41206
1935	26027	41191
1936	26038	41175
1937	26051	41160
1938	26062	41143
1939	26074	41127
1940	26086	41111
1941	26098	41096
1942	26110	41080
1943	26121	41063
1944	26134	41049
1945	26146	41034
1946	26159	41019
1947	26172	41004
1948	26184	40990
1949	26197	40975
1950	26209	40959
1951	26222	40945
1952	26234	40930
1953	26245	40913
1954	26257	40897
1955	26268	40880
1956	26281	40865
1957	26293	40849
1958	26307	40836
1959	26322	40825
1960	26335	40812
1961	26347	40797
1962	26361	40784
1963	26374	40770
1964	26386	40754
1965	26400	40741
1966	26413	40728
1967	26426	40713
1968	26439	40699
1969	26453	40686
1970	26466	40673
1971	26478	40658
1972	26491	40642
1973	26503	40628
1974	26516	40614
1975	26529	40599
1976	26541	40583
1977	26552	40567
1978	26565	40553
1979	26577	40536
1980	26588	40520
1981	26601	40505
1982	26613	40490
1983	26625	40474
1984	26638	40460
1985	26649	40443
1986	26661	40428
1987	26673	40412
1988	26685	40397
1989	26698	40382
1990	26710	40367
1991	26723	40353
1992	26735	40337
1993	26747	40322
1994	26760	40308
1995	26773	40293
1996	26785	40279
1997	26797	40264
1998	26809	40247
1999	26822	40233
2000	26834	40218
2001	26845	40201
2002	26857	40185
2003	26868	40169
2004	26880	40153
2005	26893	40138
2006	26905	40123
2007	26918	40109
2008	26930	40094
2009	26941	40077
2010	26953	40062
2011	26966	40047
2012	26978	40031
2013	26991	40017
2014	27003	40002
2015	27016	39988
2016	27028	39973
2017	27041	39959
2018	27053	39943
2019	27066	39929
2020	27079	39915
2021	27090	39899
2022	27102	39883
2023	27114	39867
2024	27125	39851
2025	27138	39837
2026	27150	39821
2027	27162	39805
2028	27174	39791
2029	27186	39775
2030	27198	39759
2031	27211	39745
2032	27224	39731
2033	27236	39716
2034	27247	39699
2035	27259	39684
2036	27271	39669
2037	27285	39655
2038	27304	39651
2039	27320	39641
2040	27332	39626
2041	27345	39611
2042	27356	39595
2043	27368	39579
2044	27379	39563
2045	27391	39547
2046	27404	39533
2047	27417	39519
2048	27430	39505
2049	27442	39491
2050	27455	39476
2051	27467	39461
2052	27480	39447
2053	27493	39433
2054	27506	39419
2055	27518	39403
2056	27529	39387
2057	27541	39371
2058	27554	39357
2059	27564	39340
2060	27576	39324
2061	27588	39309
2062	27601	39294
2063	27614	39280
2064	27625	39264
2065	27637	39249
2066	27649	39233
2067	27661	39218
2068	27676	39206
2069	27691	39195
2070	27704	39182
2071	27716	39167
2072	27729	39152
2073	27741	39138
2074	27754	39124
2075	27767	39109
2076	27780	39095
2077	27792	39080
2078	27804	39064
2079	27816	39050
2080	27830	39037
2081	27842	39022
2082	27854	39007
2083	27867	38993
2084	27880	38979
2085	27894	38966
2086	27907	38953
2087	27921	38940
2088	27933	38924
2089	27946	38910
2090	27958	38895
2091	27969	38879
2092	27983	38866
2093	27997	38853
2094	28010	38839
2095	28022	38825
2096	28035	38811
2097	28048	38797
2098	28061	38783
2099	28073	38768
2100	28085	38752
2101	28098	38738
2102	28112	38725
2103	28124	38711
2104	28136	38696
2105	28148	38680
2106	28161	38667
2107	28175	38654
2108	28190	38643
2109	28207	38635
2110	28221	38621
2111	28234	38607
2112	28246	38593
2113	28260	38581
2114	28273	38567
2115	28297	38567
2116	28312	38557
2117	28326	38544
2118	28338	38529
2119	28350	38514
2120	28362	38499
2121	28375	38484
2122	28388	38470
2123	28400	38456
2124	28412	38441
2125	28425	38426
2126	28437	38411
2127	28450	38397
2128	28462	38382
2129	28475	38368
2130	28489	38355
2131	28503	38343
2132	28515	38328
2133	28528	38313
2134	28541	38300
2135	28553	38285
2136	28566	38271
2137	28580	38258
2138	28593	38244
2139	28607	38233
2140	28622	38220
2141	28636	38208
2142	28650	38196
2143	28665	38185
2144	28680	38174
2145	28697	38165
2146	28713	38154
2147	28731	38147
2148	28747	38138
2149	28761	38125
2150	28774	38111
2151	28788	38099
2152	28804	38088
2153	28817	38075
2154	28831	38062
2155	28845	38049
2156	28859	38037
2157	28873	38024
2158	28888	38013
2159	28902	38001
2160	28917	37990
2161	28930	37975
2162	28942	37961
2163	28954	37946
2164	28967	37931
2165	28979	37916
2166	28992	37903
2167	29005	37888
2168	29018	37875
2169	29033	37863
2170	29045	37849
2171	29057	37834
2172	29071	37821
2173	29086	37809
2174	29099	37795
2175	29111	37781
2176	29124	37767
2177	29136	37752
2178	29149	37737
2179	29161	37722
2180	29174	37708
2181	29187	37694
2182	29199	37680
2183	29213	37667
2184	29226	37653
2185	29240	37640
2186	29254	37628
2187	29268	37615
2188	29285	37607
2189	29306	37603
2190	29321	37592
2191	29335	37578
2192	29347	37564
2193	29361	37551
2194	29373	37536
2195	29386	37523
2196	29400	37509
2197	29413	37495
2198	29425	37481
2199	29438	37466
2200	29450	37451
2201	29463	37438
2202	29474	37422
2203	29487	37407
2204	29501	37395
2205	29514	37381
2206	29526	37366
2207	29539	37353
2208	29553	37339
2209	29566	37326
2210	29579	37311
2211	29591	37297
2212	29604	37282
2213	29615	37266
2214	29627	37251
2215	29639	37237
2216	29652	37222
2217	29664	37207
2218	29676	37192
2219	29689	37178
2220	29701	37164
2221	29713	37148
2222	29725	37133
2223	29738	37119
2224	29750	37104
2225	29762	37089
2226	29774	37074
2227	29787	37060
2228	29799	37045
2229	29811	37030
2230	29824	37016
2231	29836	37000
2232	29847	36985
2233	29859	36969
2234	29871	36955
2235	29883	36940
2236	29895	36925
2237	29907	36909
2238	29920	36896
2239	29932	36880
2240	29944	36865
2241	29955	36850
2242	29967	36834
2243	29980	36820
2244	29993	36806
2245	30005	36792
2246	30019	36779
2247	30032	36765
2248	30044	36750
2249	30057	36736
2250	30069	36722
2251	30082	36708
2252	30093	36692
2253	30106	36677
2254	30117	36662
2255	30129	36647
2256	30141	36632
2257	30153	36617
2258	30165	36602
2259	30178	36588
2260	30191	36574
2261	30203	36559
2262	30215	36544
2263	30227	36529
2264	30239	36514
2265	30252	36500
2266	30264	36485
2267	30280	36475
2268	30294	36462
2269	30306	36448
2270	30319	36433
2271	30331	36418
2272	30344	36405
2273	30356	36390
2274	30368	36375
2275	30380	36360
2276	30393	36346
2277	30405	36332
2278	30418	36318
2279	30431	36303
2280	30443	36289
2281	30455	36274
2282	30467	36258
2283	30479	36244
2284	30492	36230
2285	30504	36216
2286	30517	36201
2287	30529	36186
2288	30542	36173
2289	30554	36158
2290	30566	36143
2291	30577	36127
2292	30590	36113
2293	30603	36099
2294	30615	36085
2295	30627	36070
2296	30640	36055
2297	30652	36040
2298	30664	36026
2299	30677	36012
2300	30690	35998
2301	30703	35984
2302	30715	35970
2303	30728	35956
2304	30739	35940
2305	30752	35926
2306	30764	35912
2307	30776	35896
2308	30788	35881
2309	30800	35867
2310	30812	35852
2311	30825	35838
2312	30836	35822
2313	30849	35808
2314	30861	35793
2315	30873	35778
2316	30884	35763
2317	30896	35748
2318	30908	35733
2319	30920	35718
2320	30932	35703
2321	30944	35689
2322	30956	35674
2323	30967	35658
2324	30981	35645
2325	30993	35629
2326	31005	35615
2327	31017	35600
2328	31030	35586
2329	31041	35571
2330	31054	35557
2331	31066	35542
2332	31078	35527
2333	31090	35512
2334	31102	35498
2335	31114	35483
2336	31127	35469
2337	31139	35454
2338	31151	35439
2339	31163	35425
2340	31174	35409
2341	31187	35395
2342	31199	35380
2343	31211	35366
2344	31224	35352
2345	31236	35337
2346	31249	35323
2347	31270	35318
2348	31287	35309
2349	31300	35295
2350	31312	35281
2351	31325	35267
2352	31338	35253
2353	31350	35239
2354	31362	35224
2355	31375	35210
2356	31387	35196
2357	31400	35182
2358	31413	35168
2359	31425	35153
2360	31437	35139
2361	31449	35124
2362	31462	35110
2363	31474	35095
2364	31487	35081
2365	31499	35067
2366	31511	35052
2367	31524	35038
2368	31536	35024
2369	31548	35009
2370	31560	34994
2371	31572	34980
2372	31584	34965
2373	31597	34951
2374	31609	34936
2375	31621	34921
2376	31632	34906
2377	31645	34892
2378	31657	34877
2379	31670	34864
2380	31682	34849
2381	31694	34834
2382	31706	34820
2383	31719	34806
2384	31730	34790
2385	31742	34775
2386	31754	34761
2387	31767	34747
2388	31779	34733
2389	31792	34718
2390	31805	34705
2391	31818	34691
2392	31831	34677
2393	31843	34663
2394	31855	34648
2395	31869	34635
2396	31881	34621
2397	31894	34607
2398	31907	34593
2399	31919	34579
2400	31931	34564
2401	31944	34551
2402	31958	34538
2403	31971	34524
2404	31983	34510
2405	31995	34495
2406	32008	34482
2407	32021	34468
2408	32034	34454
2409	32047	34441
2410	32061	34428
2411	32074	34414
2412	32087	34401
2413	32099	34386
2414	32112	34373
2415	32126	34360
2416	32138	34345
2417	32153	34334
2418	32166	34320
2419	32181	34308
2420	32192	34293
2421	32206	34280
2422	32218	34266
2423	32231	34252
2424	32244	34238
2425	32261	34229
2426	32275	34217
2427	32289	34204
2428	32302	34190
2429	32315	34177
2430	32328	34163
2431	32340	34149
2432	32352	34134
2433	32364	34119
2434	32375	34104
2435	32389	34091
2436	32401	34076
2437	32414	34062
2438	32426	34048
2439	32439	34034
2440	32453	34022
2441	32467	34009
2442	32479	33995
2443	32492	33981
2444	32505	33967
2445	32517	33953
2446	32530	33939
2447	32543	33925
2448	32554	33910
2449	32567	33896
2450	32579	33882
2451	32593	33869
2452	32605	33855
2453	32617	33840
2454	32630	33826
2455	32643	33813
2456	32656	33799
2457	32668	33785
2458	32680	33770
2459	32692	33755
2460	32705	33741
2461	32717	33727
2462	32730	33713
2463	32742	33699
2464	32755	33685
2465	32767	33670
2466	32779	33656
2467	32792	33642
2468	32804	33628
2469	32817	33614
2470	32829	33600
2471	32842	33586
2472	32854	33571
2473	32867	33558
2474	32879	33543
2475	32891	33529
2476	32904	33515
2477	32916	33501
2478	32929	33487
2479	32941	33473
2480	32954	33459
2481	32967	33445
2482	32979	33431
2483	32992	33417
2484	33004	33403
2485	33017	33389
2486	33029	33374
2487	33042	33361
2488	33055	33347
2489	33068	33334
2490	33082	33321
2491	33095	33308
2492	33108	33294
2493	33121	33280
2494	33134	33267
2495	33146	33253
2496	33159	33239
2497	33173	33226
2498	33185	33212
2499	33197	33197
2500	33211	33184
2501	33224	33170
2502	33238	33158
2503	33255	33149
2504	33271	33138
2505	33284	33124
2506	33296	33110
2507	33309	33096
2508	33322	33083
2509	33334	33068
2510	33346	33054
2511	33359	33040
2512	33373	33027
2513	33386	33015
2514	33399	33001
2515	33412	32987
2516	33424	32973
2517	33436	32958
2518	33449	32945
2519	33461	32930
2520	33474	32916
2521	33486	32902
2522	33499	32888
2523	33511	32874
2524	33523	32859
2525	33536	32845
2526	33548	32831
2527	33561	32817
2528	33573	32803
2529	33586	32790
2530	33598	32775
2531	33611	32761
2532	33624	32747
2533	33636	32733
2534	33650	32721
2535	33664	32708
2536	33677	32694
2537	33690	32681
2538	33703	32667
2539	33715	32653
2540	33727	32639
2541	33740	32625
2542	33752	32611
2543	33765	32597
2544	33777	32583
2545	33790	32569
2546	33803	32555
2547	33816	32542
2548	33829	32528
2549	33841	32514
2550	33853	32500
2551	33866	32486
2552	33879	32472
2553	33891	32458
2554	33903	32443
2555	33915	32429
2556	33928	32415
2557	33942	32402
2558	33954	32388
2559	33968	32376
2560	33979	32361
2561	33992	32347
2562	34004	32332
2563	34016	32318
2564	34028	32304
2565	34041	32290
2566	34053	32276
2567	34066	32262
2568	34078	32247
2569	34091	32233
2570	34102	32219
2571	34115	32205
2572	34128	32192
2573	34141	32178
2574	34153	32164
2575	34166	32150
2576	34179	32136
2577	34191	32122
2578	34203	32108
2579	34216	32094
2580	34229	32081
2581	34247	32071
2582	34266	32064
2583	34282	32053
2584	34295	32040
2585	34308	32026
2586	34321	32013
2587	34334	31999
2588	34346	31985
2589	34359	31971
2590	34371	31956
2591	34384	31944
2592	34397	31930
2593	34409	31915
2594	34422	31902
2595	34434	31888
2596	34448	31874
2597	34461	31861
2598	34473	31846
2599	34485	31832
2600	34497	31818
2601	34509	31803
2602	34522	31790
2603	34534	31775
2604	34546	31761
2605	34558	31747
2606	34570	31732
2607	34583	31719
2608	34596	31706
2609	34609	31691
2610	34621	31677
2611	34633	31663
2612	34646	31650
2613	34659	31636
2614	34672	31622
2615	34684	31608
2616	34697	31595
2617	34710	31581
2618	34722	31567
2619	34735	31553
2620	34747	31539
2621	34760	31525
2622	34772	31511
2623	34785	31498
2624	34798	31484
2625	34810	31470
2626	34823	31456
2627	34839	31445
2628	34852	31432
2629	34866	31419
2630	34879	31406
2631	34893	31393
2632	34906	31380
2633	34919	31366
2634	34933	31353
2635	34948	31342
2636	34964	31331
2637	34977	31317
2638	34990	31304
2639	35011	31298
2640	35024	31284
2641	35039	31272
2642	35057	31263
2643	35073	31252
2644	35090	31243
2645	35108	31233
2646	35125	31224
2647	35140	31212
2648	35156	31201
2649	35171	31190
2650	35186	31177
2651	35200	31165
2652	35216	31154
2653	35237	31148
2654	35255	31139
2655	35271	31128
2656	35287	31117
2657	35300	31104
2658	35314	31090
2659	35327	31077
2660	35341	31064
2661	35354	31051
2662	35368	31038
2663	35381	31024
2664	35394	31011
2665	35407	30998
2666	35423	30987
2667	35441	30977
2668	35455	30965
2669	35469	30952
2670	35489	30945
2671	35503	30933
2672	35518	30921
2673	35534	30909
2674	35547	30896
2675	35561	30883
2676	35574	30870
2677	35588	30857
2678	35601	30843
2679	35615	30831
2680	35628	30817
2681	35641	30804
2682	35654	30790
2683	35667	30776
2684	35680	30763
2685	35694	30751
2686	35707	30737
2687	35722	30725
2688	35737	30713
2689	35751	30701
2690	35764	30687
2691	35777	30673
2692	35792	30661
2693	35805	30648
2694	35818	30635
2695	35831	30621
2696	35844	30607
2697	35856	30593
2698	35869	30579
2699	35881	30565
2700	35894	30552
2701	35907	30538
2702	35920	30524
2703	35932	30510
2704	35946	30498
2705	35959	30484
2706	35971	30470
2707	35984	30456
2708	35997	30443
2709	36010	30429
2710	36024	30416
2711	36037	30403
2712	36051	30390
2713	36064	30377
2714	36078	30364
2715	36091	30350
2716	36103	30336
2717	36116	30323
2718	36130	30310
2719	36143	30296
2720	36155	30282
2721	36168	30269
2722	36181	30255
2723	36195	30242
2724	36208	30228
2725	36227	30220
2726	36244	30210
2727	36259	30198
2728	36272	30184
2729	36285	30171
2730	36297	30157
2731	36310	30143
2732	36323	30129
2733	36337	30117
2734	36350	30103
2735	36363	30090
2736	36375	30076
2737	36388	30062
2738	36400	30048
2739	36413	30034
2740	36426	30020
2741	36439	30007
2742	36450	29992
2743	36463	29978
2744	36475	29964
2745	36488	29950
2746	36499	29936
2747	36513	29922
2748	36526	29909
2749	36539	29895
2750	36552	29882
2751	36564	29868
2752	36578	29855
2753	36591	29841
2754	36603	29827
2755	36615	29813
2756	36628	29799
2757	36641	29785
2758	36654	29772
2759	36667	29758
2760	36679	29744
2761	36692	29731
2762	36705	29717
2763	36717	29703
2764	36729	29689
2765	36742	29675
2766	36755	29662
2767	36768	29648
2768	36782	29635
2769	36795	29622
2770	36808	29608
2771	36821	29595
2772	36835	29582
2773	36847	29568
2774	36860	29554
2775	36873	29541
2776	36886	29527
2777	36898	29513
2778	36912	29500
2779	36925	29486
2780	36938	29473
2781	36951	29460
2782	36964	29446
2783	36977	29432
2784	36989	29419
2785	37002	29405
2786	37015	29391
2787	37027	29377
2788	37040	29364
2789	37053	29350
2790	37066	29337
2791	37079	29323
2792	37091	29309
2793	37104	29295
2794	37116	29281
2795	37129	29268
2796	37141	29254
2797	37153	29239
2798	37166	29225
2799	37179	29212
2800	37192	29199
2801	37205	29185
2802	37227	29179
2803	37242	29166
2804	37255	29153
2805	37267	29139
2806	37279	29125
2807	37292	29111
2808	37305	29097
2809	37317	29083
2810	37329	29069
2811	37342	29056
2812	37355	29042
2813	37368	29029
2814	37381	29015
2815	37393	29001
2816	37405	28987
2817	37419	28974
2818	37432	28960
2819	37445	28947
2820	37459	28934
2821	37472	28921
2822	37486	28908
2823	37498	28894
2824	37514	28882
2825	37528	28869
2826	37541	28856
2827	37556	28844
2828	37569	28831
2829	37584	28819
2830	37597	28805
2831	37611	28792
2832	37624	28779
2833	37638	28766
2834	37651	28753
2835	37664	28740
2836	37677	28726
2837	37690	28712
2838	37703	28699
2839	37717	28686
2840	37731	28673
2841	37744	28660
2842	37756	28646
2843	37769	28632
2844	37782	28619
2845	37796	28606
2846	37809	28592
2847	37822	28579
2848	37834	28565
2849	37848	28552
2850	37862	28539
2851	37876	28527
2852	37889	28513
2853	37902	28499
2854	37914	28485
2855	37929	28473
2856	37943	28460
2857	37955	28446
2858	37968	28432
2859	37980	28418
2860	37993	28405
2861	38009	28394
2862	38025	28382
2863	38041	28371
2864	38055	28358
2865	38068	28345
2866	38080	28331
2867	38093	28317
2868	38107	28304
2869	38123	28293
2870	38138	28281
2871	38151	28268
2872	38164	28254
2873	38178	28241
2874	38192	28229
2875	38208	28217
2876	38225	28207
2877	38240	28195
2878	38253	28182
2879	38266	28168
2880	38279	28155
2881	38292	28141
2882	38305	28127
2883	38317	28113
2884	38330	28100
2885	38343	28086
2886	38355	28072
2887	38368	28058
2888	38380	28044
2889	38393	28030
2890	38412	28022
2891	38426	28009
2892	38440	27996
2893	38452	27982
2894	38464	27968
2895	38478	27955
2896	38491	27941
2897	38503	27927
2898	38516	27914
2899	38529	27900
2900	38541	27886
2901	38563	27879
2902	38576	27865
2903	38588	27852
2904	38602	27838
2905	38615	27825
2906	38627	27811
2907	38639	27797
2908	38652	27783
2909	38665	27769
2910	38677	27755
2911	38689	27741
2912	38701	27727
2913	38715	27714
2914	38729	27701
2915	38742	27688
2916	38754	27673
2917	38767	27660
2918	38779	27646
2919	38794	27634
2920	38806	27620
2921	38819	27606
2922	38832	27593
2923	38844	27578
2924	38856	27565
2925	38868	27550
2926	38881	27536
2927	38893	27522
2928	38905	27508
2929	38918	27495
2930	38930	27481
2931	38943	27467
2932	38956	27454
2933	38968	27440
2934	38981	27426
2935	38993	27412
2936	39005	27398
2937	39019	27385
2938	39032	27371
2939	39045	27358
2940	39058	27344
2941	39071	27331
2942	39085	27318
2943	39098	27305
2944	39111	27291
2945	39123	27277
2946	39136	27263
2947	39149	27250
2948	39161	27236
2949	39174	27222
2950	39186	27208
2951	39208	27201
2952	39222	27188
2953	39235	27175
2954	39248	27162
2955	39261	27148
2956	39273	27134
2957	39286	27120
2958	39298	27106
2959	39310	27092
2960	39323	27079
2961	39337	27066
2962	39350	27052
2963	39363	27038
2964	39375	27024
2965	39388	27011
2966	39400	26997
2967	39412	26983
2968	39425	26970
2969	39437	26955
2970	39450	26941
2971	39463	26928
2972	39476	26914
2973	39488	26900
2974	39500	26886
2975	39513	26873
2976	39525	26859
2977	39537	26845
2978	39550	26831
2979	39562	26817
2980	39575	26803
2981	39587	26790
2982	39601	26776
2983	39613	26763
2984	39626	26749
2985	39639	26736
2986	39652	26722
2987	39665	26708
2988	39677	26695
2989	39690	26681
2990	39702	26667
2991	39714	26653
2992	39727	26639
2993	39739	26625
2994	39752	26612
2995	39765	26598
2996	39778	26585
2997	39791	26571
2998	39803	26557
2999	39817	26544
3000	39830	26531
3001	39843	26517
3002	39856	26504
3003	39869	26491
3004	39882	26478
3005	39895	26464
3006	39909	26451
3007	39922	26438
3008	39935	26424
3009	39948	26411
3010	39961	26397
3011	39973	26383
3012	39987	26370
3013	40000	26357
3014	40014	26344
3015	40026	26330
3016	40039	26317
3017	40053	26304
3018	40066	26290
3019	40078	26276
3020	40091	26263
3021	40104	26249
3022	40117	26236
3023	40130	26222
3024	40143	26209
3025	40155	26195
3026	40168	26181
3027	40182	26168
3028	40205	26161
3029	40219	26149
3030	40233	26136
3031	40246	26123
3032	40260	26110
3033	40274	26097
3034	40286	26083
3035	40299	26069
3036	40312	26056
3037	40324	26042
3038	40336	26028
3039	40350	26015
3040	40362	26001
3041	40375	25987
3042	40388	25974
3043	40401	25960
3044	40414	25947
3045	40426	25933
3046	40440	25920
3047	40453	25906
3048	40466	25893
3049	40479	25880
3050	40491	25866
3051	40504	25852
3052	40517	25839
3053	40530	25825
3054	40543	25812
3055	40556	25799
3056	40570	25785
3057	40583	25772
3058	40595	25758
3059	40607	25744
3060	40620	25731
3061	40634	25718
3062	40648	25705
3063	40660	25691
3064	40672	25677
3065	40684	25663
3066	40697	25649
3067	40709	25635
3068	40722	25622
3069	40735	25608
3070	40748	25595
3071	40760	25581
3072	40773	25567
3073	40787	25554
3074	40803	25543
3075	40817	25530
3076	40831	25517
3077	40844	25504
3078	40857	25491
3079	40870	25477
3080	40883	25464
3081	40896	25450
3082	40909	25437
3083	40921	25423
3084	40934	25409
3085	40947	25396
3086	40960	25382
3087	40972	25369
3088	40985	25355
3089	40998	25341
3090	41010	25327
3091	41022	25314
3092	41035	25300
3093	41048	25286
3094	41060	25273
3095	41074	25260
3096	41086	25246
3097	41100	25233
3098	41112	25219
3099	41125	25205
3100	41138	25192
3101	41150	25178
3102	41163	25165
3103	41177	25152
3104	41207	25149
3105	41222	25136
3106	41234	25123
3107	41247	25109
3108	41260	25095
3109	41272	25082
3110	41285	25068
3111	41298	25055
3112	41310	25041
3113	41322	25027
3114	41334	25013
3115	41348	24999
3116	41360	24986
3117	41374	24973
3118	41387	24960
3119	41400	24946
3120	41414	24933
3121	41426	24919
