iter	Passed	Remaining
1669	20247	40374
1670	20259	40361
1671	20271	40349
1672	20283	40336
1673	20295	40323
1674	20306	40310
1675	20318	40298
1676	20331	40286
1677	20342	40273
1678	20354	40260
1679	20365	40246
1680	20377	40233
1681	20387	40217
1682	20398	40202
1683	20409	40189
1684	20421	40176
1685	20433	40163
1686	20444	40150
1687	20456	40137
1688	20467	40123
1689	20479	40110
1690	20490	40096
1691	20501	40082
1692	20513	40069
1693	20524	40055
1694	20537	40044
1695	20548	40030
1696	20559	40016
1697	20570	40001
1698	20582	39988
1699	20593	39975
1700	20605	39962
1701	20615	39947
1702	20626	39932
1703	20637	39918
1704	20648	39904
1705	20660	39891
1706	20671	39876
1707	20682	39863
1708	20694	39850
1709	20705	39836
1710	20716	39822
1711	20727	39808
1712	20739	39796
1713	20753	39787
1714	20766	39776
1715	20777	39762
1716	20789	39751
1717	20801	39738
1718	20812	39723
1719	20824	39711
1720	20837	39701
1721	20847	39685
1722	20858	39670
1723	20870	39659
1724	20883	39648
1725	20894	39634
1726	20907	39623
1727	20918	39609
1728	20930	39597
1729	20941	39583
1730	20952	39569
1731	20964	39556
1732	20975	39542
1733	20986	39527
1734	20998	39516
1735	21009	39501
1736	21020	39487
1737	21032	39474
1738	21043	39460
1739	21054	39446
1740	21064	39431
1741	21075	39417
1742	21087	39404
1743	21098	39390
1744	21110	39377
1745	21121	39364
1746	21133	39352
1747	21146	39340
1748	21157	39327
1749	21169	39314
1750	21179	39299
1751	21190	39284
1752	21201	39270
1753	21212	39257
1754	21224	39243
1755	21235	39230
1756	21247	39216
1757	21257	39202
1758	21268	39188
1759	21280	39175
1760	21291	39160
1761	21302	39146
1762	21314	39134
1763	21326	39122
1764	21337	39108
1765	21348	39094
1766	21359	39081
1767	21370	39066
1768	21382	39054
1769	21394	39041
1770	21405	39028
1771	21417	39015
1772	21429	39003
1773	21440	38989
1774	21452	38976
1775	21464	38965
1776	21477	38954
1777	21489	38941
1778	21501	38929
1779	21512	38915
1780	21523	38902
1781	21535	38888
1782	21546	38876
1783	21558	38863
1784	21569	38848
1785	21580	38835
1786	21592	38822
1787	21603	38809
1788	21615	38796
1789	21628	38786
1790	21645	38782
1791	21661	38777
1792	21678	38774
1793	21692	38765
1794	21703	38752
1795	21715	38740
1796	21727	38727
1797	21742	38720
1798	21755	38709
1799	21766	38696
1800	21779	38684
1801	21790	38670
1802	21801	38657
1803	21813	38645
1804	21825	38633
1805	21838	38621
1806	21849	38608
1807	21861	38595
1808	21871	38581
1809	21880	38563
1810	21891	38549
1811	21902	38535
1812	21914	38521
1813	21926	38510
1814	21938	38497
1815	21949	38484
1816	21961	38472
1817	21973	38459
1818	21985	38446
1819	21997	38435
1820	22008	38421
1821	22020	38409
1822	22032	38396
1823	22043	38383
1824	22055	38370
1825	22067	38358
1826	22078	38344
1827	22089	38330
1828	22100	38316
1829	22111	38303
1830	22123	38290
1831	22135	38277
1832	22146	38264
1833	22158	38251
1834	22168	38236
1835	22181	38225
1836	22193	38213
1837	22205	38200
1838	22217	38188
1839	22230	38177
1840	22241	38165
1841	22252	38151
1842	22264	38137
1843	22275	38123
1844	22285	38109
1845	22296	38095
1846	22308	38082
1847	22319	38068
1848	22331	38056
1849	22343	38044
1850	22354	38031
1851	22366	38017
1852	22377	38004
1853	22389	37991
1854	22400	37978
1855	22411	37965
1856	22423	37952
1857	22435	37939
1858	22446	37926
1859	22457	37912
1860	22469	37899
1861	22480	37886
1862	22492	37873
1863	22503	37860
1864	22515	37848
1865	22527	37836
1866	22538	37821
1867	22549	37808
1868	22561	37796
1869	22573	37782
1870	22585	37770
1871	22596	37757
1872	22608	37745
1873	22620	37733
1874	22631	37719
1875	22643	37706
1876	22655	37694
1877	22666	37681
1878	22678	37668
1879	22690	37655
1880	22702	37644
1881	22714	37632
1882	22728	37623
1883	22743	37615
1884	22756	37605
1885	22769	37595
1886	22782	37583
1887	22794	37571
1888	22807	37562
1889	22821	37553
1890	22834	37542
1891	22848	37533
1892	22861	37522
1893	22873	37510
1894	22886	37499
1895	22897	37486
1896	22909	37473
1897	22921	37461
1898	22932	37448
1899	22943	37434
1900	22954	37420
1901	22966	37408
1902	22979	37397
1903	22990	37384
1904	23002	37371
1905	23013	37357
1906	23025	37345
1907	23037	37332
1908	23048	37320
1909	23060	37307
1910	23072	37295
1911	23084	37282
1912	23095	37269
1913	23107	37257
1914	23119	37244
1915	23130	37231
1916	23142	37218
1917	23154	37206
1918	23166	37194
1919	23179	37183
1920	23190	37170
1921	23202	37157
1922	23213	37144
1923	23225	37131
1924	23236	37117
1925	23247	37104
1926	23260	37092
1927	23271	37080
1928	23283	37067
1929	23294	37054
1930	23306	37042
1931	23318	37030
1932	23330	37017
1933	23341	37003
1934	23353	36990
1935	23364	36977
1936	23375	36963
1937	23386	36950
1938	23397	36936
1939	23409	36923
1940	23420	36909
1941	23431	36897
1942	23444	36885
1943	23455	36872
1944	23466	36859
1945	23478	36847
1946	23490	36834
1947	23502	36821
1948	23513	36808
1949	23524	36794
1950	23536	36782
1951	23547	36768
1952	23559	36756
1953	23571	36744
1954	23582	36731
1955	23594	36718
1956	23605	36705
1957	23617	36692
1958	23629	36680
1959	23642	36670
1960	23654	36658
1961	23666	36645
1962	23677	36632
1963	23689	36619
1964	23700	36606
1965	23712	36593
1966	23727	36586
1967	23738	36573
1968	23750	36561
1969	23762	36549
1970	23774	36536
1971	23785	36521
1972	23796	36508
1973	23808	36496
1974	23820	36484
1975	23832	36472
1976	23843	36458
1977	23854	36445
1978	23866	36433
1979	23878	36420
1980	23889	36407
1981	23901	36394
1982	23912	36380
1983	23924	36369
1984	23936	36357
1985	23949	36346
1986	23961	36334
1987	23974	36323
1988	23986	36311
1989	23999	36300
1990	24011	36288
1991	24023	36276
1992	24038	36268
1993	24052	36260
1994	24066	36249
1995	24078	36237
1996	24091	36227
1997	24106	36220
1998	24118	36207
1999	24131	36197
2000	24144	36186
2001	24156	36174
2002	24169	36164
2003	24181	36152
2004	24193	36138
2005	24204	36125
2006	24215	36112
2007	24227	36099
2008	24239	36087
2009	24250	36074
2010	24261	36060
2011	24273	36048
2012	24285	36035
2013	24297	36024
2014	24310	36013
2015	24322	36000
2016	24333	35988
2017	24345	35975
2018	24357	35963
2019	24369	35950
2020	24380	35937
2021	24392	35925
2022	24405	35914
2023	24418	35903
2024	24430	35892
2025	24443	35880
2026	24455	35869
2027	24467	35856
2028	24478	35843
2029	24491	35831
2030	24503	35820
2031	24516	35809
2032	24529	35799
2033	24542	35788
2034	24554	35775
2035	24566	35764
2036	24578	35751
2037	24590	35739
2038	24603	35728
2039	24614	35715
2040	24627	35704
2041	24640	35693
2042	24652	35680
2043	24663	35668
2044	24676	35656
2045	24688	35645
2046	24701	35634
2047	24716	35626
2048	24729	35615
2049	24742	35604
2050	24754	35593
2051	24767	35581
2052	24779	35570
2053	24792	35558
2054	24804	35546
2055	24816	35534
2056	24829	35524
2057	24842	35513
2058	24853	35500
2059	24867	35490
2060	24879	35479
2061	24892	35468
2062	24905	35456
2063	24917	35444
2064	24929	35432
2065	24941	35420
2066	24953	35408
2067	24965	35396
2068	24978	35385
2069	24991	35374
2070	25004	35363
2071	25016	35350
2072	25028	35339
2073	25040	35327
2074	25052	35315
2075	25065	35303
2076	25077	35292
2077	25089	35280
2078	25101	35268
2079	25114	35256
2080	25126	35245
2081	25138	35232
2082	25151	35221
2083	25164	35210
2084	25176	35198
2085	25188	35186
2086	25200	35174
2087	25212	35162
2088	25225	35151
2089	25238	35139
2090	25250	35128
2091	25263	35117
2092	25274	35103
2093	25287	35093
2094	25300	35082
2095	25315	35073
2096	25331	35067
2097	25345	35058
2098	25358	35047
2099	25372	35037
2100	25385	35026
2101	25397	35015
2102	25411	35005
2103	25425	34995
2104	25438	34985
2105	25452	34975
2106	25466	34966
2107	25480	34956
2108	25494	34947
2109	25506	34935
2110	25519	34924
2111	25532	34913
2112	25546	34904
2113	25559	34893
2114	25572	34882
2115	25585	34871
2116	25599	34861
2117	25612	34851
2118	25624	34839
2119	25638	34829
2120	25650	34817
2121	25662	34805
2122	25675	34794
2123	25689	34784
2124	25706	34779
2125	25719	34767
2126	25731	34756
2127	25744	34745
2128	25757	34735
2129	25770	34723
2130	25783	34712
2131	25796	34701
2132	25809	34690
2133	25823	34681
2134	25837	34671
2135	25849	34660
2136	25862	34649
2137	25876	34638
2138	25889	34627
2139	25901	34616
2140	25914	34605
2141	25927	34594
2142	25942	34585
2143	25955	34574
2144	25967	34562
2145	25980	34551
2146	25993	34541
2147	26007	34530
2148	26019	34518
2149	26032	34508
2150	26045	34497
2151	26059	34487
2152	26071	34475
2153	26084	34464
2154	26097	34453
2155	26109	34441
2156	26122	34430
2157	26136	34420
2158	26148	34408
2159	26160	34396
2160	26172	34384
2161	26184	34371
2162	26196	34359
2163	26207	34345
2164	26220	34334
2165	26232	34322
2166	26244	34310
2167	26256	34298
2168	26268	34286
2169	26280	34273
2170	26293	34262
2171	26305	34251
