iter	Passed	Remaining
406	5289	59689
407	5300	59652
408	5312	59629
409	5324	59606
410	5337	59591
411	5348	59562
412	5361	59548
413	5373	59528
414	5385	59499
415	5396	59467
416	5407	59433
417	5419	59408
418	5431	59382
419	5444	59369
420	5456	59346
421	5467	59308
422	5478	59284
423	5491	59264
424	5503	59246
425	5514	59212
426	5525	59180
427	5537	59153
428	5549	59129
429	5560	59099
430	5572	59078
431	5585	59060
432	5596	59025
433	5607	58997
434	5618	58960
435	5630	58935
436	5642	58912
437	5653	58885
438	5665	58864
439	5678	58848
440	5690	58822
441	5703	58811
442	5715	58796
443	5728	58779
444	5741	58769
445	5754	58752
446	5765	58724
447	5776	58697
448	5788	58672
449	5801	58660
450	5813	58641
451	5825	58618
452	5838	58605
453	5850	58581
454	5862	58564
455	5873	58532
456	5885	58508
457	5900	58520
458	5913	58506
459	5925	58486
460	5938	58465
461	5949	58439
462	5960	58404
463	5971	58376
464	5984	58365
465	5996	58339
466	6008	58324
467	6021	58305
468	6032	58283
469	6045	58264
470	6058	58252
471	6069	58230
472	6082	58214
473	6094	58190
474	6105	58164
475	6116	58135
476	6128	58114
477	6139	58082
478	6151	58059
479	6164	58049
480	6176	58028
481	6187	57998
482	6199	57976
483	6211	57954
484	6222	57928
485	6234	57905
486	6247	57891
487	6258	57867
488	6270	57841
489	6281	57817
490	6292	57785
491	6304	57768
492	6316	57740
493	6328	57722
494	6339	57700
495	6352	57685
496	6363	57658
497	6376	57641
498	6388	57621
499	6398	57590
500	6410	57567
501	6421	57538
502	6434	57526
503	6445	57500
504	6458	57483
505	6469	57460
506	6482	57443
507	6493	57416
508	6504	57386
509	6516	57366
510	6527	57346
511	6539	57322
512	6551	57302
513	6562	57278
514	6574	57258
515	6586	57234
516	6598	57213
517	6609	57187
518	6620	57160
519	6632	57140
520	6645	57134
521	6659	57125
522	6672	57116
523	6684	57098
524	6697	57084
525	6713	57102
526	6730	57125
527	6746	57136
528	6761	57151
529	6776	57151
530	6788	57130
531	6801	57120
532	6813	57104
533	6825	57087
534	6837	57064
535	6850	57054
536	6861	57027
537	6873	57003
538	6887	57001
539	6905	57033
540	6919	57032
541	6933	57027
542	6946	57018
543	6960	57016
544	6976	57027
545	6989	57018
546	7001	57000
547	7013	56982
548	7025	56960
549	7037	56939
550	7049	56918
551	7061	56899
552	7073	56880
553	7084	56857
554	7096	56836
555	7108	56815
556	7119	56787
557	7130	56762
558	7142	56746
559	7154	56725
560	7167	56710
561	7178	56690
562	7191	56674
563	7201	56645
564	7214	56632
565	7226	56611
566	7239	56599
567	7252	56586
568	7265	56578
569	7277	56560
570	7290	56546
571	7301	56525
572	7313	56506
573	7325	56486
574	7336	56462
575	7348	56441
576	7361	56427
577	7372	56402
578	7383	56378
579	7396	56363
580	7407	56342
581	7419	56318
582	7431	56305
583	7444	56289
584	7455	56269
585	7469	56260
586	7479	56228
587	7490	56207
588	7503	56192
589	7515	56174
590	7527	56154
591	7538	56129
592	7549	56107
593	7560	56081
594	7571	56053
595	7582	56025
596	7593	56003
597	7604	55976
598	7616	55961
599	7627	55937
600	7639	55913
601	7650	55892
602	7662	55873
603	7673	55848
604	7683	55819
605	7695	55799
606	7706	55776
607	7718	55753
608	7728	55725
609	7741	55716
610	7754	55700
611	7767	55690
612	7777	55663
613	7790	55647
614	7801	55625
615	7814	55612
616	7826	55593
617	7837	55575
618	7849	55553
619	7861	55539
620	7875	55531
621	7889	55531
622	7902	55520
623	7973	55919
624	7998	55992
625	8008	55957
626	8020	55936
627	8031	55911
628	8042	55890
629	8054	55869
630	8065	55847
631	8077	55824
632	8087	55798
633	8098	55771
634	8110	55753
635	8122	55733
636	8135	55721
637	8148	55708
638	8159	55689
639	8171	55669
640	8183	55652
641	8194	55626
642	8205	55602
643	8217	55584
644	8229	55563
645	8240	55543
646	8252	55521
647	8263	55498
648	8275	55477
649	8286	55455
650	8297	55428
651	8309	55412
652	8320	55392
653	8332	55371
654	8344	55354
655	8356	55334
656	8368	55316
657	8379	55295
658	8390	55273
659	8402	55250
660	8414	55234
661	8426	55218
662	8439	55204
663	8450	55184
664	8462	55164
665	8473	55142
666	8484	55120
667	8495	55095
668	8507	55076
669	8519	55057
670	8531	55039
671	8542	55016
672	8554	55000
673	8566	54982
674	8578	54968
675	8590	54945
676	8601	54926
677	8612	54903
678	8623	54880
679	8634	54855
680	8646	54834
681	8656	54808
682	8668	54788
683	8679	54768
684	8690	54743
685	8702	54728
686	8711	54691
687	8723	54673
688	8734	54651
689	8746	54633
690	8760	54626
691	8772	54611
692	8783	54592
693	8795	54574
694	8807	54554
695	8819	54537
696	8830	54519
697	8842	54500
698	8853	54478
699	8866	54467
700	8879	54452
701	8891	54439
702	8903	54420
703	8915	54402
704	8926	54383
705	8938	54363
706	8949	54340
707	8960	54321
708	8971	54294
709	8982	54276
710	8994	54260
711	9004	54226
712	9014	54203
713	9027	54188
714	9038	54166
715	9049	54147
716	9060	54125
717	9073	54110
718	9084	54092
719	9096	54070
720	9107	54048
721	9118	54026
722	9129	54006
723	9140	53983
724	9151	53964
725	9162	53942
726	9173	53918
727	9184	53894
728	9195	53876
729	9207	53857
730	9219	53840
731	9229	53815
732	9241	53797
733	9253	53782
734	9264	53759
735	9276	53744
736	9288	53726
737	9299	53707
738	9311	53691
739	9323	53674
740	9335	53657
741	9346	53637
742	9358	53621
743	9370	53603
744	9381	53581
745	9392	53560
746	9404	53543
747	9415	53520
748	9426	53502
749	9438	53482
750	9450	53471
751	9461	53449
752	9473	53429
753	9485	53415
754	9496	53393
755	9507	53371
756	9518	53349
757	9529	53328
758	9540	53307
759	9551	53287
760	9562	53268
761	9576	53261
762	9590	53256
763	9602	53243
764	9617	53239
765	9628	53222
766	9641	53211
767	9653	53192
768	9665	53179
769	9677	53161
770	9688	53144
771	9699	53121
772	9710	53100
773	9722	53082
774	9734	53066
775	9746	53052
776	9757	53034
777	9770	53022
778	9781	53003
779	9793	52983
780	9804	52966
781	9816	52950
782	9828	52935
783	9840	52920
784	9853	52908
785	9867	52905
786	9880	52893
787	9893	52882
788	9907	52876
789	9921	52870
790	9933	52858
791	9946	52846
792	9959	52834
793	9970	52817
794	9981	52797
795	9993	52780
796	10005	52765
797	10017	52748
798	10029	52731
799	10040	52714
800	10052	52699
801	10064	52681
802	10075	52662
803	10088	52650
804	10100	52635
805	10112	52617
806	10124	52604
807	10135	52584
808	10146	52563
809	10158	52547
810	10169	52529
811	10181	52513
812	10193	52495
813	10205	52483
814	10217	52464
815	10227	52441
816	10239	52428
817	10250	52405
818	10262	52388
819	10272	52367
820	10285	52353
821	10297	52338
822	10309	52323
823	10321	52309
824	10332	52291
825	10344	52271
826	10356	52256
827	10367	52239
828	10379	52222
829	10391	52208
830	10403	52193
831	10415	52175
832	10426	52159
833	10438	52143
834	10450	52128
835	10461	52109
836	10473	52093
837	10485	52075
838	10497	52059
839	10508	52044
840	10520	52028
841	10532	52010
842	10542	51986
843	10554	51971
844	10566	51956
845	10578	51941
846	10589	51923
847	10600	51904
848	10612	51889
849	10624	51872
850	10636	51857
851	10648	51842
852	10658	51820
853	10671	51805
854	10682	51789
855	10694	51773
856	10706	51759
857	10719	51747
858	10730	51730
859	10742	51713
860	10754	51698
861	10766	51683
862	10778	51669
863	10789	51651
864	10802	51639
865	10813	51622
866	10826	51610
867	10837	51590
868	10853	51593
869	10866	51582
870	10876	51562
871	10888	51547
872	10900	51531
873	10912	51515
874	10923	51496
875	10935	51481
876	10946	51464
877	10958	51449
878	10971	51435
879	10983	51421
880	10994	51402
881	11005	51385
882	11017	51368
883	11029	51356
884	11042	51344
885	11056	51340
886	11070	51332
887	11083	51324
888	11095	51310
889	11107	51292
890	11118	51276
891	11131	51263
892	11142	51246
893	11153	51225
894	11164	51208
895	11175	51187
896	11188	51176
897	11199	51159
898	11210	51141
899	11223	51128
900	11236	51118
901	11248	51106
902	11260	51089
903	11272	51074
904	11283	51057
905	11295	51042
906	11307	51025
907	11320	51015
908	11332	51000
909	11343	50985
910	11355	50969
911	11366	50948
912	11378	50936
913	11390	50921
914	11402	50904
915	11415	50894
916	11424	50869
917	11435	50851
918	11448	50839
919	11460	50825
920	11472	50810
921	11483	50792
922	11493	50769
923	11505	50754
924	11517	50741
925	11529	50724
926	11539	50703
927	11551	50686
928	11562	50666
929	11574	50652
930	11585	50633
931	11596	50616
932	11608	50600
933	11619	50584
934	11630	50566
935	11641	50545
936	11652	50526
937	11664	50511
938	11675	50496
939	11689	50486
940	11703	50481
941	11716	50472
942	11730	50468
943	11745	50467
944	11757	50450
945	11768	50432
946	11780	50418
947	11792	50406
948	11804	50388
949	11815	50370
950	11826	50353
951	11841	50352
952	11854	50339
953	11865	50322
954	11878	50311
955	11888	50291
956	11900	50273
957	11911	50256
958	11923	50243
959	11935	50228
960	11946	50211
961	11957	50193
962	11969	50175
963	11980	50157
964	11991	50142
965	12003	50125
966	12014	50109
967	12025	50090
968	12037	50073
969	12048	50056
970	12058	50036
971	12070	50021
972	12082	50004
973	12092	49984
974	12103	49966
975	12114	49948
976	12126	49932
977	12137	49915
978	12150	49904
979	12162	49890
980	12174	49876
981	12185	49859
982	12197	49843
983	12208	49824
984	12220	49810
985	12231	49795
986	12243	49781
987	12254	49763
988	12265	49745
989	12276	49727
990	12287	49709
991	12299	49693
992	12310	49677
993	12322	49663
994	12334	49649
995	12346	49635
996	12357	49616
997	12369	49599
998	12380	49585
999	12392	49570
1000	12401	49543
1001	12414	49532
1002	12426	49518
1003	12438	49507
1004	12449	49488
1005	12460	49470
1006	12471	49453
1007	12483	49439
1008	12496	49428
1009	12508	49414
1010	12519	49398
1011	12530	49380
1012	12544	49372
1013	12558	49365
1014	12572	49359
1015	12585	49350
1016	12599	49343
1017	12611	49332
1018	12624	49321
1019	12638	49315
1020	12652	49308
1021	12667	49308
1022	12681	49299
1023	12693	49287
1024	12706	49278
1025	12721	49272
1026	12735	49266
1027	12747	49255
1028	12761	49248
1029	12774	49238
1030	12787	49229
1031	12800	49218
1032	12814	49210
1033	12830	49211
1034	12844	49207
1035	12858	49198
1036	12870	49185
1037	12883	49174
1038	12896	49165
1039	12910	49157
1040	12924	49151
1041	12936	49140
1042	12947	49122
1043	12959	49108
1044	12971	49091
1045	12983	49079
1046	12995	49065
1047	13008	49053
1048	13019	49038
1049	13032	49026
1050	13043	49008
1051	13054	48989
1052	13065	48974
1053	13077	48958
1054	13088	48942
1055	13099	48924
1056	13110	48908
1057	13122	48891
1058	13133	48875
1059	13144	48856
1060	13154	48838
1061	13166	48822
1062	13177	48806
1063	13188	48788
1064	13199	48769
1065	13210	48752
1066	13222	48736
1067	13234	48723
1068	13245	48707
1069	13257	48691
1070	13268	48674
1071	13278	48655
1072	13289	48638
1073	13301	48623
1074	13315	48617
1075	13327	48602
1076	13338	48586
1077	13350	48572
1078	13361	48555
1079	13372	48536
1080	13383	48519
1081	13395	48505
1082	13409	48499
1083	13420	48483
1084	13432	48467
1085	13443	48449
1086	13455	48436
1087	13466	48420
1088	13477	48402
1089	13488	48387
1090	13500	48370
1091	13511	48354
1092	13522	48338
1093	13534	48323
1094	13546	48310
1095	13558	48295
1096	13569	48277
1097	13580	48261
1098	13591	48245
1099	13603	48230
1100	13614	48214
1101	13627	48202
1102	13638	48185
1103	13650	48171
1104	13661	48155
1105	13672	48137
1106	13683	48122
1107	13695	48107
1108	13707	48092
1109	13718	48075
1110	13730	48061
1111	13742	48047
1112	13753	48031
1113	13764	48016
1114	13776	48002
1115	13788	47988
1116	13799	47971
1117	13811	47957
1118	13825	47950
1119	13837	47938
1120	13848	47920
1121	13860	47906
1122	13871	47888
1123	13882	47871
1124	13893	47856
1125	13906	47845
1126	13918	47830
1127	13930	47816
1128	13941	47801
1129	13953	47788
1130	13965	47772
1131	13976	47755
1132	13987	47741
1133	13999	47727
1134	14012	47715
1135	14023	47699
1136	14035	47687
1137	14047	47672
1138	14058	47656
1139	14069	47640
1140	14081	47624
1141	14093	47610
1142	14105	47597
1143	14116	47581
1144	14127	47566
1145	14139	47549
1146	14151	47536
1147	14162	47520
1148	14173	47503
1149	14185	47489
1150	14198	47479
1151	14209	47464
1152	14220	47447
1153	14233	47436
1154	14244	47419
1155	14255	47403
1156	14266	47386
1157	14278	47372
1158	14290	47358
1159	14302	47346
1160	14313	47330
1161	14324	47312
1162	14336	47300
1163	14348	47286
1164	14359	47268
1165	14370	47251
1166	14381	47234
1167	14392	47219
1168	14404	47206
1169	14415	47189
1170	14426	47173
1171	14438	47159
1172	14450	47144
1173	14462	47132
1174	14473	47117
1175	14486	47104
1176	14497	47088
1177	14508	47071
1178	14519	47056
1179	14530	47039
1180	14542	47025
1181	14554	47011
1182	14565	46995
1183	14576	46981
1184	14588	46966
1185	14600	46952
1186	14610	46934
1187	14621	46918
1188	14630	46894
1189	14641	46877
1190	14652	46862
1191	14665	46849
1192	14677	46836
1193	14688	46821
1194	14700	46807
1195	14712	46793
1196	14724	46780
1197	14736	46766
1198	14747	46750
1199	14758	46736
1200	14770	46722
1201	14781	46706
1202	14794	46695
1203	14807	46686
1204	14821	46677
1205	14832	46661
1206	14843	46646
1207	14855	46633
1208	14866	46617
1209	14877	46600
1210	14888	46583
1211	14900	46570
1212	14911	46555
1213	14924	46542
1214	14935	46527
1215	14947	46515
1216	14959	46500
1217	14970	46485
1218	14981	46468
1219	14993	46455
1220	15005	46440
1221	15016	46426
1222	15027	46410
1223	15039	46396
1224	15052	46384
1225	15063	46368
1226	15074	46353
1227	15086	46339
1228	15097	46325
1229	15109	46312
1230	15121	46298
1231	15133	46285
1232	15144	46269
1233	15156	46256
1234	15168	46241
1235	15179	46227
1236	15191	46214
1237	15203	46201
1238	15217	46191
1239	15228	46176
1240	15240	46162
1241	15252	46149
1242	15264	46136
1243	15275	46120
1244	15286	46104
1245	15297	46088
1246	15308	46072
1247	15319	46057
1248	15331	46043
1249	15342	46028
1250	15353	46011
1251	15365	45998
1252	15376	45983
1253	15389	45972
1254	15401	45959
1255	15411	45940
1256	15422	45924
1257	15433	45907
1258	15445	45893
1259	15456	45878
1260	15467	45863
1261	15479	45849
1262	15491	45836
1263	15502	45819
1264	15513	45803
1265	15524	45789
1266	15536	45774
1267	15546	45758
1268	15559	45745
1269	15570	45730
1270	15581	45714
1271	15592	45699
1272	15604	45687
1273	15617	45674
1274	15628	45659
1275	15641	45648
1276	15652	45634
1277	15664	45621
1278	15677	45609
1279	15688	45595
1280	15699	45580
1281	15710	45562
1282	15721	45546
1283	15733	45534
1284	15745	45520
1285	15757	45507
1286	15768	45492
1287	15780	45480
1288	15793	45468
1289	15806	45459
1290	15819	45447
1291	15830	45432
1292	15837	45406
1293	15848	45390
1294	15859	45374
1295	15871	45359
1296	15881	45342
1297	15893	45329
1298	15904	45314
1299	15916	45299
1300	15928	45286
1301	15939	45272
1302	15950	45257
1303	15962	45242
1304	15972	45224
1305	15984	45211
1306	15995	45196
1307	16007	45182
1308	16018	45166
1309	16028	45149
1310	16039	45133
1311	16050	45117
1312	16061	45101
1313	16073	45088
1314	16083	45071
1315	16095	45058
1316	16106	45042
1317	16118	45027
1318	16130	45015
1319	16141	45001
1320	16154	44990
1321	16165	44975
1322	16176	44959
1323	16188	44946
1324	16199	44931
1325	16210	44915
1326	16222	44902
1327	16233	44887
1328	16245	44873
1329	16256	44858
1330	16267	44842
1331	16279	44828
1332	16291	44816
1333	16301	44799
1334	16313	44785
1335	16324	44771
1336	16336	44756
1337	16347	44742
1338	16359	44727
1339	16370	44712
1340	16381	44699
1341	16394	44686
1342	16405	44671
1343	16416	44656
1344	16426	44639
1345	16439	44628
1346	16450	44611
1347	16461	44596
1348	16472	44583
1349	16484	44569
1350	16495	44554
1351	16507	44542
1352	16519	44528
1353	16530	44512
1354	16541	44497
1355	16553	44483
1356	16564	44468
1357	16576	44457
1358	16588	44443
1359	16599	44429
1360	16610	44413
1361	16622	44399
1362	16632	44382
1363	16644	44369
1364	16655	44353
1365	16666	44339
1366	16678	44324
1367	16689	44308
1368	16700	44295
1369	16713	44283
1370	16723	44267
1371	16736	44257
1372	16747	44242
1373	16759	44228
1374	16770	44212
1375	16781	44196
1376	16796	44192
1377	16807	44178
1378	16819	44164
1379	16828	44143
1380	16840	44131
1381	16851	44117
1382	16863	44103
1383	16875	44090
1384	16885	44073
1385	16896	44057
1386	16908	44043
1387	16919	44030
1388	16931	44015
1389	16942	44002
1390	16953	43987
1391	16965	43973
1392	16976	43958
1393	16987	43943
1394	16999	43930
1395	17010	43915
1396	17022	43901
1397	17033	43888
1398	17044	43872
1399	17055	43856
1400	17067	43843
1401	17078	43828
1402	17088	43810
1403	17100	43797
1404	17111	43783
1405	17122	43769
1406	17134	43755
1407	17145	43741
1408	17157	43727
1409	17169	43716
1410	17181	43701
1411	17193	43691
1412	17205	43677
1413	17216	43663
1414	17228	43649
1415	17239	43634
1416	17248	43614
1417	17260	43601
1418	17272	43589
1419	17284	43576
1420	17295	43561
1421	17306	43546
1422	17318	43533
1423	17330	43521
1424	17342	43508
1425	17354	43496
1426	17367	43484
1427	17379	43472
1428	17390	43458
1429	17402	43445
1430	17413	43429
1431	17424	43415
1432	17436	43403
1433	17449	43392
1434	17461	43379
1435	17472	43365
1436	17484	43351
1437	17495	43336
1438	17507	43324
1439	17518	43308
1440	17529	43295
1441	17540	43280
1442	17552	43268
1443	17564	43254
1444	17577	43243
1445	17588	43230
1446	17600	43216
1447	17611	43201
1448	17622	43187
1449	17634	43173
1450	17646	43162
1451	17658	43149
1452	17670	43136
1453	17681	43122
1454	17694	43111
1455	17705	43097
1456	17716	43082
1457	17728	43069
1458	17739	43054
1459	17748	43034
1460	17759	43018
1461	17772	43007
1462	17786	43000
1463	17798	42987
1464	17808	42971
1465	17820	42957
1466	17831	42944
1467	17843	42931
1468	17854	42917
1469	17867	42906
1470	17878	42891
1471	17889	42877
1472	17902	42865
1473	17914	42852
1474	17925	42838
1475	17937	42825
1476	17948	42811
1477	17961	42800
1478	17973	42787
1479	17984	42775
1480	17996	42760
1481	18007	42747
1482	18019	42734
1483	18030	42719
1484	18042	42707
1485	18054	42694
1486	18066	42681
1487	18077	42667
1488	18089	42654
1489	18099	42638
1490	18111	42624
1491	18123	42612
1492	18135	42599
1493	18146	42585
1494	18158	42572
1495	18171	42561
1496	18182	42546
1497	18193	42532
1498	18204	42517
1499	18216	42504
1500	18228	42491
1501	18240	42480
1502	18252	42467
1503	18264	42454
1504	18275	42440
1505	18287	42426
1506	18297	42411
1507	18309	42398
1508	18321	42385
1509	18333	42372
1510	18345	42360
1511	18357	42347
1512	18369	42335
1513	18379	42319
1514	18391	42305
1515	18402	42291
1516	18413	42276
1517	18426	42265
1518	18437	42252
1519	18449	42238
1520	18460	42226
1521	18472	42212
1522	18484	42200
1523	18494	42183
1524	18506	42170
1525	18517	42155
1526	18535	42157
1527	18589	42241
1528	18612	42252
1529	18624	42239
1530	18635	42225
1531	18647	42213
1532	18659	42199
1533	18671	42188
1534	18683	42174
1535	18694	42160
1536	18706	42146
1537	18717	42133
1538	18729	42119
1539	18740	42106
1540	18752	42093
1541	18763	42078
1542	18779	42074
1543	18792	42063
1544	18803	42049
1545	18815	42036
1546	18826	42022
1547	18838	42008
1548	18850	41996
1549	18862	41983
1550	18872	41968
1551	18885	41956
1552	18897	41943
1553	18908	41929
1554	18920	41916
1555	18931	41902
1556	18943	41888
1557	18955	41876
1558	18966	41863
1559	18977	41848
1560	18989	41836
1561	19000	41820
1562	19011	41806
1563	19023	41793
1564	19035	41781
1565	19047	41767
1566	19060	41757
1567	19071	41742
1568	19082	41729
1569	19095	41717
1570	19105	41702
1571	19117	41688
1572	19129	41675
1573	19140	41661
1574	19152	41648
1575	19163	41634
1576	19175	41621
1577	19186	41606
1578	19197	41591
1579	19208	41577
1580	19219	41564
1581	19231	41551
1582	19244	41539
1583	19255	41524
1584	19267	41512
1585	19279	41500
1586	19291	41488
1587	19302	41474
1588	19314	41460
1589	19325	41446
1590	19339	41438
1591	19352	41427
1592	19364	41414
1593	19375	41400
1594	19386	41386
1595	19399	41376
1596	19410	41360
1597	19421	41346
1598	19432	41332
1599	19444	41319
1600	19456	41307
1601	19467	41291
1602	19479	41279
1603	19489	41264
1604	19501	41251
1605	19514	41239
1606	19525	41226
1607	19537	41213
1608	19546	41194
1609	19558	41182
1610	19569	41167
1611	19579	41150
1612	19591	41138
1613	19602	41124
1614	19612	41108
1615	19625	41096
1616	19636	41083
1617	19647	41068
1618	19657	41052
1619	19669	41039
1620	19681	41027
1621	19693	41013
1622	19704	41000
1623	19715	40984
1624	19725	40968
1625	19737	40956
1626	19748	40941
1627	19760	40929
1628	19774	40921
1629	19786	40908
1630	19799	40897
1631	19810	40883
1632	19822	40871
1633	19833	40857
1634	19845	40843
1635	19856	40829
1636	19868	40816
1637	19879	40802
1638	19891	40790
1639	19903	40778
1640	19916	40767
1641	19928	40755
1642	19939	40741
1643	19950	40727
1644	19962	40713
1645	19973	40699
1646	19985	40686
1647	19997	40674
1648	20009	40662
1649	20020	40647
1650	20031	40633
1651	20042	40619
1652	20054	40606
1653	20064	40590
1654	20076	40576
1655	20088	40564
1656	20099	40551
1657	20111	40537
1658	20122	40524
1659	20134	40511
1660	20145	40497
1661	20156	40483
1662	20167	40468
1663	20179	40455
1664	20190	40441
1665	20200	40425
1666	20212	40412
1667	20223	40398
1668	20235	40385
