iter	MAE
153	64.77034156
154	64.7571797
155	64.7410453
156	64.72529539
157	64.70831656
158	64.69542437
159	64.67967768
160	64.66308257
161	64.64701248
162	64.63013404
163	64.61239128
164	64.59910848
165	64.58260734
166	64.56646491
167	64.55073125
168	64.53496993
169	64.52020274
170	64.50324895
171	64.48711788
172	64.47378933
173	64.46026554
174	64.44441123
175	64.42800491
176	64.41293958
177	64.39707565
178	64.38305398
179	64.36959877
180	64.35547543
181	64.3414444
182	64.32815807
183	64.31706124
184	64.3018512
185	64.28586884
186	64.2732734
187	64.259454
188	64.24681989
189	64.23350493
190	64.21798941
191	64.20322152
192	64.19078959
193	64.18121526
194	64.168952
195	64.15718841
196	64.14759586
197	64.13314651
198	64.11900079
199	64.1065915
200	64.09254477
201	64.08029807
202	64.0676215
203	64.0539922
204	64.040422
205	64.0303624
206	64.01727451
207	64.00897866
208	63.99758428
209	63.9864454
210	63.97400295
211	63.9658158
212	63.95845483
213	63.95002987
214	63.93784239
215	63.92995861
216	63.9190475
217	63.90708678
218	63.89893133
219	63.89173787
220	63.88094207
221	63.87035038
222	63.8612874
223	63.85296939
224	63.84426633
225	63.83442948
226	63.82575823
227	63.81557542
228	63.80424738
229	63.79325641
230	63.78362029
231	63.77395689
232	63.76158178
233	63.75203721
234	63.74199009
235	63.73278194
236	63.72257356
237	63.71182899
238	63.70189696
239	63.69500391
240	63.68683987
241	63.67842821
242	63.66918523
243	63.66056326
244	63.65089055
245	63.64316154
246	63.63470373
247	63.62445954
248	63.61572977
249	63.60935664
250	63.60260096
251	63.59284824
252	63.58694577
253	63.57999634
254	63.57497201
255	63.56783244
256	63.55887346
257	63.55261786
258	63.54714969
259	63.53807466
260	63.53083495
261	63.52440532
262	63.51516664
263	63.50767134
264	63.50192345
265	63.49552355
266	63.48874082
267	63.48048853
268	63.47499819
269	63.46988976
270	63.46307632
271	63.45765417
272	63.45224223
273	63.44399316
274	63.4365152
275	63.42821858
276	63.42031469
277	63.4153621
278	63.41111592
279	63.40616907
280	63.39935856
281	63.39279614
282	63.38796648
283	63.38288798
284	63.37619724
285	63.37151353
286	63.36465957
287	63.36055066
288	63.35623396
289	63.34990407
290	63.34220504
291	63.33759038
292	63.32976499
293	63.3256301
294	63.3201889
295	63.31417808
296	63.30925993
297	63.30282208
298	63.29823332
299	63.29449293
300	63.28944237
301	63.28350332
302	63.27727072
303	63.27316554
304	63.26636749
305	63.26022177
306	63.25628936
307	63.25182467
308	63.24690103
309	63.24006278
310	63.2331519
311	63.22841325
312	63.22319402
313	63.21856931
314	63.21159857
315	63.20629681
316	63.20024529
317	63.19663889
318	63.19312055
319	63.18941339
320	63.18561727
321	63.18157412
322	63.17662406
323	63.17272448
324	63.16631622
325	63.16370627
326	63.15857729
327	63.15288564
328	63.14820346
329	63.14247792
330	63.13753278
331	63.13230109
332	63.12794683
333	63.1231832
334	63.11861813
335	63.1144198
336	63.10963435
337	63.10521481
338	63.10037838
339	63.09612761
340	63.09340202
341	63.08735832
342	63.08451359
343	63.08122473
344	63.07553915
345	63.07088412
346	63.0653204
347	63.05966606
348	63.05560023
349	63.05062341
350	63.04767342
351	63.04519083
352	63.04206331
353	63.03853517
354	63.03394066
355	63.02928693
356	63.02676759
357	63.02233225
358	63.01976538
359	63.01526108
360	63.01049813
361	63.00862231
362	63.00412725
363	62.9985355
364	62.99605021
365	62.99189361
366	62.98886928
367	62.98552254
368	62.98207995
369	62.97826023
370	62.97462087
371	62.97243244
372	62.96724149
373	62.96319351
374	62.9591662
375	62.95720131
376	62.95295626
377	62.94810154
378	62.94597249
379	62.94218729
380	62.93882932
381	62.93674093
382	62.9332686
383	62.93085235
384	62.92670837
385	62.92290645
386	62.91847029
387	62.91464984
388	62.91099584
389	62.90819095
390	62.90442529
391	62.90048964
392	62.89815905
393	62.89511082
394	62.89125157
395	62.88662328
396	62.88417719
397	62.8819659
398	62.87815755
399	62.87540719
400	62.87361369
401	62.86940272
402	62.86604584
403	62.8631532
404	62.8589865
405	62.85562494
406	62.85218147
407	62.84881952
408	62.84544011
409	62.84361877
410	62.84182157
411	62.8379592
412	62.83571716
413	62.83396855
414	62.83269413
415	62.82951132
416	62.8277969
417	62.82647618
418	62.82473268
419	62.82237354
420	62.82102144
421	62.81771142
422	62.81632676
423	62.81450702
424	62.81210301
425	62.80800118
426	62.80457571
427	62.80230665
428	62.8005006
429	62.79746525
430	62.79611173
431	62.79451223
432	62.79192042
433	62.78905959
434	62.78682769
435	62.78306976
436	62.78030311
437	62.77798999
438	62.77560981
439	62.77431915
440	62.77201959
441	62.77034577
442	62.76911323
443	62.76737213
444	62.7654516
445	62.76393668
446	62.76011899
447	62.75874222
448	62.75607857
449	62.75427218
450	62.75308289
451	62.75095699
452	62.74949102
453	62.74615563
454	62.74475
455	62.7417973
456	62.74054255
457	62.73901656
458	62.7373541
459	62.73579199
460	62.73483057
461	62.73284969
462	62.73000149
463	62.72725695
464	62.72589898
465	62.72501749
466	62.72352264
467	62.72266702
468	62.71983104
469	62.71696233
470	62.71528746
471	62.71258665
472	62.71158725
473	62.70866439
474	62.70574327
475	62.7030366
476	62.70080652
477	62.69797322
478	62.69643256
479	62.6947437
480	62.69357332
481	62.69192293
482	62.69035225
483	62.68946596
484	62.68819503
485	62.68607949
486	62.6844681
487	62.6824947
488	62.67911152
489	62.67686966
490	62.67471298
491	62.67308752
492	62.6718451
493	62.67022668
494	62.66843906
495	62.66692505
496	62.66448605
497	62.66262729
498	62.66095149
499	62.6590126
500	62.65794458
501	62.65742034
502	62.65551414
503	62.65383549
504	62.65182094
505	62.64991507
506	62.64764545
507	62.6468898
508	62.64467869
509	62.64377705
510	62.6425393
511	62.63965423
512	62.63762202
513	62.63461189
514	62.63386735
515	62.63267636
516	62.6299903
517	62.62875348
518	62.62685931
519	62.62562271
520	62.62411207
521	62.62162067
522	62.6197261
523	62.61804973
524	62.61539199
525	62.61308621
526	62.61178335
527	62.60995496
528	62.60902212
529	62.60752734
530	62.60580337
531	62.60495916
532	62.60327795
533	62.60154468
534	62.60005539
535	62.59945234
536	62.59760803
537	62.59696534
538	62.59639488
539	62.59553949
540	62.59315077
541	62.59233985
542	62.59159804
543	62.59024393
544	62.58901059
545	62.58693127
546	62.58482872
547	62.58359265
548	62.58130104
549	62.57922661
550	62.57814071
551	62.57672308
552	62.5757978
553	62.57527355
554	62.57429767
555	62.57259416
556	62.57048661
557	62.5692108
558	62.56843486
559	62.5676544
560	62.56694183
561	62.56495638
562	62.56442098
563	62.56214716
564	62.56046994
565	62.55876679
566	62.55831405
567	62.55702508
568	62.55568609
569	62.55463598
570	62.55326164
571	62.55219159
572	62.5514043
573	62.54970042
574	62.54775025
575	62.54556897
576	62.54490181
577	62.54433872
578	62.54283869
579	62.54221557
580	62.54093009
581	62.53986827
582	62.5387399
583	62.53773495
584	62.53706772
585	62.53636862
586	62.53584357
587	62.53533141
588	62.53315864
589	62.53200972
590	62.53153996
591	62.5302881
592	62.52966092
593	62.52859344
594	62.52731169
595	62.52571656
596	62.52430364
597	62.52352523
598	62.52314679
599	62.52073735
600	62.52004723
601	62.51870493
602	62.51702696
603	62.51576566
604	62.51479841
605	62.51390329
606	62.51350747
607	62.51205637
608	62.51076209
609	62.51000022
610	62.50877974
611	62.50808768
612	62.50781301
613	62.50685953
614	62.5066479
615	62.50510453
616	62.5040979
617	62.50319592
618	62.50255416
619	62.50180349
620	62.49999476
621	62.49937925
622	62.49886981
623	62.49724349
624	62.49500076
625	62.49490129
626	62.49427762
627	62.49355087
628	62.49274654
629	62.49222654
630	62.49073246
631	62.48908099
632	62.48690527
633	62.48547807
634	62.48480068
635	62.48386238
636	62.4828912
637	62.48128559
638	62.4791548
639	62.47866872
640	62.47778117
641	62.47695375
642	62.47610745
643	62.47553241
644	62.47512467
645	62.4749641
646	62.47419964
647	62.47344552
648	62.47192657
649	62.47055641
650	62.46945305
651	62.46853199
652	62.46773459
653	62.4672106
654	62.46572415
655	62.46500542
656	62.46406749
657	62.46313195
658	62.46240123
659	62.46181165
660	62.46011487
661	62.45864836
662	62.45801135
663	62.45735074
664	62.45672172
665	62.45522338
666	62.45435131
667	62.45407871
668	62.45275367
669	62.45227447
670	62.45180022
671	62.45116494
672	62.45059216
673	62.44890649
674	62.44859858
675	62.44771032
676	62.44701529
677	62.44593021
678	62.4449845
679	62.44459392
680	62.44416032
681	62.44317653
682	62.44205684
683	62.44157738
684	62.44148793
685	62.44080017
686	62.44078205
687	62.4403308
688	62.43990979
689	62.43897417
690	62.43799116
691	62.43740361
692	62.43704664
693	62.43610622
694	62.43482601
695	62.43384885
696	62.43276752
697	62.43063525
698	62.43022591
699	62.42962997
700	62.42926839
701	62.42847385
702	62.42733949
703	62.42690158
704	62.4262287
705	62.42599646
706	62.42543442
707	62.42408405
708	62.42239683
709	62.42195359
710	62.42154968
711	62.42150934
712	62.42106465
713	62.42081179
714	62.42042673
715	62.41993669
716	62.41923891
717	62.41882668
718	62.4176911
719	62.4172782
720	62.41695165
721	62.4166977
722	62.41630517
723	62.41606013
724	62.41446805
725	62.41399313
726	62.41296765
727	62.41214604
728	62.41140296
729	62.41098017
730	62.40999831
731	62.40860673
732	62.40826524
733	62.4077345
734	62.40671469
735	62.4057838
736	62.40513925
737	62.40483409
738	62.40427077
739	62.40320232
740	62.40293414
741	62.40207036
742	62.40183468
743	62.40117696
744	62.40046938
745	62.39940538
746	62.39916765
747	62.39839574
748	62.39793958
749	62.39683628
750	62.39648708
751	62.39530224
752	62.39436189
753	62.3929212
754	62.39114573
755	62.39020472
756	62.38804222
757	62.38714403
758	62.3861104
759	62.38580064
760	62.38544943
761	62.38448857
762	62.38390806
763	62.38280754
764	62.38241831
765	62.38173277
766	62.38081406
767	62.38031027
768	62.37966963
769	62.37856911
770	62.37838895
771	62.37781424
772	62.37643003
773	62.37525283
774	62.37473257
775	62.37410621
776	62.37334199
777	62.37256446
778	62.37183819
779	62.3714312
780	62.3711728
781	62.37014306
782	62.3694769
783	62.36906876
784	62.36856873
785	62.36800258
786	62.366988
787	62.3666843
788	62.36605069
789	62.36567898
790	62.36483815
791	62.36429614
792	62.3640443
793	62.36367784
794	62.36310709
795	62.36232079
796	62.36143313
797	62.36010774
798	62.35950415
799	62.35863595
800	62.35772358
801	62.35716449
802	62.35610604
803	62.35564834
804	62.35516686
805	62.35477886
806	62.35413444
807	62.35374965
808	62.35284716
809	62.35231351
810	62.35139336
811	62.350908
812	62.35017481
813	62.34946124
814	62.34931721
815	62.34840083
816	62.3482621
817	62.34713972
818	62.34598411
819	62.34564861
820	62.34538648
821	62.3451725
822	62.34491111
823	62.34458972
824	62.34431165
825	62.34396108
826	62.34305576
827	62.34232286
828	62.3415437
829	62.34071063
830	62.33978902
831	62.3394363
832	62.33921982
833	62.33832308
834	62.3373742
835	62.33710029
836	62.33682306
837	62.33642623
838	62.33586512
839	62.33547224
840	62.33511209
841	62.33479864
842	62.33444721
843	62.33349274
844	62.33313754
845	62.33258352
846	62.33205322
847	62.3305707
848	62.33032198
849	62.33003715
850	62.32938976
851	62.32856004
852	62.32761518
853	62.32730441
854	62.32678908
855	62.32602315
856	62.32577343
857	62.32539283
858	62.32497299
859	62.32451114
860	62.32409674
861	62.32381791
862	62.32312472
863	62.32271755
864	62.3222155
865	62.32205527
866	62.32175241
867	62.32142053
868	62.32085318
869	62.32050719
870	62.32023697
871	62.31992524
872	62.31952389
873	62.31852235
874	62.31786581
875	62.31705862
876	62.31632346
877	62.31591507
878	62.3157014
879	62.31543911
880	62.31483526
881	62.31428212
882	62.31390575
883	62.31372101
884	62.31346834
885	62.31288315
886	62.31248705
887	62.31235532
888	62.31209097
889	62.3114299
890	62.31117994
891	62.31085018
892	62.31002574
893	62.30973949
894	62.30958997
895	62.30917492
896	62.30871888
897	62.30792216
898	62.30745033
899	62.30709135
900	62.30656248
901	62.30525413
902	62.30423506
903	62.30390849
904	62.30348163
905	62.30333718
906	62.30279964
907	62.30259183
908	62.30199433
909	62.30161437
910	62.30154074
911	62.30117296
912	62.30071193
913	62.30020582
914	62.29983688
915	62.29943213
916	62.29936873
917	62.29918735
918	62.29855446
919	62.29824938
920	62.29778794
921	62.29760142
922	62.29747367
923	62.29708545
924	62.29684746
925	62.29624403
926	62.29592088
927	62.29546143
928	62.29502267
929	62.29466421
930	62.29404811
931	62.2937714
932	62.29335279
933	62.29245142
934	62.29200845
935	62.29145557
936	62.29069668
937	62.29031236
938	62.28977944
939	62.2894389
940	62.28875906
941	62.28837869
942	62.28776666
943	62.28750395
944	62.28710632
945	62.28678051
946	62.2865954
947	62.28630093
948	62.28560481
949	62.28533065
950	62.28509127
951	62.28394224
952	62.28334787
953	62.28287595
954	62.28266381
955	62.28245963
956	62.28139812
957	62.28082869
958	62.28059928
959	62.28015353
960	62.27952895
961	62.27861963
962	62.27840631
963	62.27737993
964	62.27667229
965	62.27636331
966	62.27593211
967	62.27513744
968	62.27463442
969	62.27396074
970	62.27331389
971	62.2728468
972	62.27238118
973	62.27196288
974	62.27112698
975	62.2704549
976	62.26998347
977	62.26976109
978	62.26928783
979	62.26889342
980	62.26873699
981	62.26848226
982	62.2679916
983	62.26738659
984	62.26709305
985	62.26609422
986	62.26529004
987	62.26497048
988	62.26468968
989	62.26441995
990	62.26421664
991	62.26390169
992	62.26356959
993	62.26328396
994	62.26283457
995	62.26225805
996	62.26218799
997	62.26189104
998	62.26143743
999	62.26101387
1000	62.26101242
1001	62.26081592
1002	62.26045367
1003	62.25961721
1004	62.25935304
1005	62.25904549
1006	62.25885257
1007	62.25790907
1008	62.25731509
1009	62.25667004
1010	62.25568818
1011	62.25522201
1012	62.25476133
1013	62.25421995
1014	62.25403069
1015	62.25349444
1016	62.25313626
1017	62.2529977
1018	62.25266374
1019	62.25170111
1020	62.25111504
1021	62.25084509
1022	62.25041831
1023	62.2502852
1024	62.24972932
1025	62.24916167
1026	62.24883112
1027	62.24759574
1028	62.24704304
1029	62.24608581
1030	62.24592372
1031	62.24511797
1032	62.24496558
1033	62.24463524
1034	62.24406617
1035	62.24382845
1036	62.24352903
1037	62.24294986
1038	62.24236963
1039	62.24225564
1040	62.24198019
1041	62.2417851
1042	62.24139161
1043	62.24114691
1044	62.24086604
1045	62.24036095
1046	62.23988321
1047	62.23950844
1048	62.23867656
1049	62.23847574
1050	62.23722402
1051	62.23656204
1052	62.23609077
1053	62.23584654
1054	62.23517816
1055	62.2347176
1056	62.23369481
1057	62.23310708
1058	62.23231051
1059	62.23166673
1060	62.2314351
1061	62.23107043
1062	62.23015922
1063	62.23000975
1064	62.22857419
1065	62.22804411
1066	62.22712078
1067	62.22679963
1068	62.22648335
1069	62.22615012
1070	62.22572822
1071	62.2254666
1072	62.22524646
1073	62.22485318
1074	62.22447637
1075	62.22380937
1076	62.22336258
1077	62.22278294
1078	62.22237332
1079	62.2211754
1080	62.22092156
1081	62.22027999
1082	62.21989213
1083	62.21959714
1084	62.21924102
1085	62.21842694
1086	62.21785587
1087	62.21732235
1088	62.21722347
1089	62.21681252
1090	62.21633646
1091	62.21609277
1092	62.21571865
1093	62.21544872
1094	62.21509632
1095	62.21412071
1096	62.21340564
1097	62.21315422
1098	62.21252578
1099	62.21235189
1100	62.21161824
1101	62.21131408
1102	62.21071409
1103	62.21059146
1104	62.21037364
1105	62.21020577
1106	62.2097149
1107	62.20936535
1108	62.20896349
1109	62.20790883
1110	62.20719899
1111	62.20679209
1112	62.20635776
1113	62.205794
1114	62.20570588
1115	62.2054991
1116	62.20477699
1117	62.20431075
1118	62.2038576
1119	62.20376418
1120	62.20340445
1121	62.20293501
1122	62.20192627
1123	62.20150278
1124	62.2011721
1125	62.20095522
1126	62.20044645
1127	62.1999574
1128	62.1998553
1129	62.19943588
1130	62.19901656
1131	62.19872107
1132	62.19850138
1133	62.19829628
1134	62.19776992
1135	62.1975401
1136	62.19706163
1137	62.19679263
1138	62.19618369
1139	62.19576582
1140	62.19530574
1141	62.19468881
1142	62.19452082
1143	62.193609
1144	62.19343173
1145	62.193323
1146	62.19285319
1147	62.19220995
1148	62.19195829
1149	62.19166595
1150	62.19108506
1151	62.19063902
1152	62.19008383
1153	62.18983244
1154	62.18946601
1155	62.18917067
1156	62.18890626
1157	62.18831689
1158	62.18808004
1159	62.18738421
1160	62.18676924
1161	62.18589556
1162	62.18520122
1163	62.18500961
1164	62.18477318
1165	62.18392565
1166	62.18364128
1167	62.18311612
1168	62.18299232
1169	62.18254384
1170	62.18206922
1171	62.18190177
1172	62.18124721
1173	62.18084088
1174	62.18042698
1175	62.18028509
1176	62.17966493
1177	62.17944275
1178	62.17933535
1179	62.17884849
1180	62.17800554
1181	62.17790195
1182	62.1775139
1183	62.17694533
1184	62.17650615
1185	62.17566278
1186	62.17523201
1187	62.175092
1188	62.17509067
1189	62.17483627
1190	62.17420755
1191	62.17355517
1192	62.17235548
1193	62.17171835
1194	62.17147751
1195	62.17115184
1196	62.17075296
1197	62.17034071
1198	62.1700533
1199	62.16952583
1200	62.16919139
1201	62.16897836
1202	62.16879477
1203	62.16797124
1204	62.16770046
1205	62.16717272
1206	62.16677013
1207	62.16633901
1208	62.16578313
1209	62.16552745
1210	62.16533833
1211	62.16490275
1212	62.16485503
1213	62.16448374
1214	62.16431118
1215	62.164018
1216	62.16357138
1217	62.16304659
1218	62.16283529
1219	62.16238247
1220	62.16204098
1221	62.16149152
1222	62.16117858
1223	62.16092957
1224	62.16080807
1225	62.16053028
1226	62.16007401
1227	62.15973574
1228	62.159215
1229	62.15903772
1230	62.15870263
1231	62.15826004
1232	62.1580451
1233	62.15783465
1234	62.15758222
1235	62.15736361
1236	62.15710902
1237	62.15672742
1238	62.15613422
1239	62.15558347
1240	62.15482381
1241	62.15432879
1242	62.15409339
1243	62.15395525
1244	62.15325966
1245	62.1529161
1246	62.15271549
1247	62.15240041
1248	62.15174547
1249	62.15096521
1250	62.15058532
1251	62.15037459
1252	62.14944883
1253	62.14913818
1254	62.14881141
1255	62.14870315
1256	62.14801738
1257	62.14745995
1258	62.1468399
1259	62.14656045
1260	62.14586649
1261	62.14569241
1262	62.14531526
1263	62.1448299
1264	62.14398322
1265	62.1438114
1266	62.14372564
1267	62.14310525
1268	62.14270022
1269	62.14214035
1270	62.14139058
1271	62.14021254
1272	62.13978972
1273	62.13928807
1274	62.13903911
1275	62.13868086
1276	62.13825931
1277	62.13804049
1278	62.13774057
1279	62.13732176
1280	62.1367913
1281	62.13653343
1282	62.13625123
1283	62.13610818
1284	62.13601936
1285	62.13583063
1286	62.13577
1287	62.1356654
1288	62.13552065
1289	62.13538849
1290	62.13489351
1291	62.13417109
1292	62.13415108
1293	62.13363643
1294	62.13355594
1295	62.13315312
1296	62.13278895
1297	62.13265981
1298	62.13245615
1299	62.13214734
1300	62.13191642
1301	62.13113998
1302	62.13023225
1303	62.12986561
1304	62.12949588
1305	62.12924737
1306	62.12878835
1307	62.12840443
1308	62.12801075
1309	62.12766378
1310	62.12739434
1311	62.12706345
1312	62.12665762
1313	62.12617548
1314	62.1260089
1315	62.12580985
1316	62.12544281
1317	62.12523465
1318	62.12494466
1319	62.12396057
1320	62.12347828
1321	62.12320313
1322	62.1227809
1323	62.1218538
1324	62.1215603
1325	62.1214199
1326	62.12116572
1327	62.12087125
1328	62.12045495
1329	62.12013576
1330	62.11973249
1331	62.11947896
1332	62.11881682
1333	62.11864231
1334	62.11796968
1335	62.11736446
1336	62.1169207
1337	62.11661755
1338	62.11655752
1339	62.11612242
1340	62.11567575
1341	62.11536686
1342	62.1149267
1343	62.11464957
1344	62.11433544
1345	62.11403114
1346	62.11336521
1347	62.11278871
1348	62.11251482
1349	62.11229481
1350	62.112071
1351	62.11157033
1352	62.11108933
1353	62.11097922
1354	62.11081929
1355	62.11065015
1356	62.11041216
1357	62.110195
1358	62.10980229
1359	62.10953137
1360	62.10928505
1361	62.10896737
1362	62.10858269
1363	62.10831269
1364	62.10797354
1365	62.10765343
1366	62.10724393
1367	62.10690115
1368	62.106325
1369	62.10620763
1370	62.10607826
1371	62.10571051
1372	62.1049033
1373	62.10461885
1374	62.10439856
1375	62.10400975
1376	62.10364549
1377	62.10348371
1378	62.1033208
1379	62.10330901
1380	62.10314824
1381	62.102915
1382	62.1026741
1383	62.10234624
1384	62.1018519
1385	62.10142315
1386	62.1008661
1387	62.10035525
1388	62.10019158
1389	62.10002639
1390	62.09986166
1391	62.09936529
1392	62.09911702
1393	62.09862775
1394	62.09832734
1395	62.09814188
1396	62.09731687
1397	62.0967637
1398	62.09667137
1399	62.09642711
1400	62.09626988
1401	62.09570313
1402	62.09486131
1403	62.09455759
1404	62.09435915
1405	62.09380886
1406	62.09365596
1407	62.09337527
1408	62.09317533
1409	62.09290266
1410	62.09222211
1411	62.09187781
1412	62.09152967
1413	62.09082528
1414	62.09046885
1415	62.08995361
1416	62.08993656
1417	62.08967326
1418	62.08942399
1419	62.08900127
1420	62.08883632
1421	62.08805495
1422	62.08751758
1423	62.08727951
1424	62.08707
1425	62.08641308
1426	62.08566505
1427	62.08527258
1428	62.08494378
1429	62.08473812
1430	62.08451343
1431	62.08385032
1432	62.08355832
1433	62.08312641
1434	62.08270045
1435	62.08239183
1436	62.08205614
1437	62.08180181
1438	62.081345
1439	62.08116244
1440	62.08090883
1441	62.08060951
1442	62.08036244
1443	62.07967697
1444	62.07942932
1445	62.07927969
1446	62.07895556
1447	62.07868165
1448	62.07849521
1449	62.07838852
1450	62.07825865
1451	62.07812375
1452	62.07755278
1453	62.07737485
1454	62.07635629
1455	62.07577489
1456	62.07554808
1457	62.07527663
1458	62.07512043
1459	62.07502161
1460	62.07486763
1461	62.07439417
1462	62.07391953
1463	62.07370349
1464	62.07348211
1465	62.07303159
1466	62.07236922
1467	62.07186872
1468	62.07170911
1469	62.07152376
1470	62.07080445
1471	62.0704683
1472	62.0701209
1473	62.06945189
1474	62.06898281
1475	62.06849431
1476	62.06812572
1477	62.06794677
1478	62.06782763
1479	62.0672415
1480	62.06683136
1481	62.06670306
1482	62.066279
1483	62.06611132
1484	62.06574119
1485	62.06515692
1486	62.06428145
1487	62.06401931
1488	62.06369231
1489	62.06305879
1490	62.06272481
1491	62.0623962
1492	62.06201453
1493	62.06131703
1494	62.06112079
1495	62.06090372
1496	62.06072152
1497	62.06067525
1498	62.06048184
1499	62.0598735
1500	62.05970365
1501	62.0593626
1502	62.05905443
1503	62.05883509
1504	62.05855252
1505	62.05810398
1506	62.05799817
1507	62.05785535
1508	62.05732406
1509	62.05716144
1510	62.05666927
1511	62.05651834
1512	62.05605833
1513	62.05581296
1514	62.05535562
1515	62.05499857
1516	62.05464336
1517	62.05430653
1518	62.05384288
1519	62.05363933
1520	62.05336084
1521	62.05314473
1522	62.05304306
1523	62.05294154
1524	62.05262623
1525	62.05244355
1526	62.05236767
1527	62.05212327
1528	62.05183428
1529	62.05142652
1530	62.05109389
1531	62.05083561
1532	62.04994473
1533	62.04979488
1534	62.04953893
1535	62.0490147
1536	62.04892145
1537	62.04778215
1538	62.04762736
1539	62.04744057
1540	62.04721526
1541	62.04697396
1542	62.04671373
1543	62.04585541
1544	62.04486978
1545	62.04477706
1546	62.04418228
1547	62.04387505
1548	62.04330922
1549	62.04305879
1550	62.04274571
1551	62.04248606
1552	62.04226141
1553	62.04206978
1554	62.04180297
1555	62.0416528
1556	62.04152089
1557	62.04122973
1558	62.0412109
1559	62.04100086
1560	62.0407465
1561	62.04015968
1562	62.0399694
1563	62.03963872
1564	62.03938737
1565	62.03904984
1566	62.03840728
1567	62.03822166
1568	62.03791354
1569	62.03749543
1570	62.03733955
1571	62.03686242
1572	62.03642899
1573	62.03622578
1574	62.03588444
1575	62.03545009
1576	62.03517874
1577	62.03505094
1578	62.03473766
1579	62.03456804
1580	62.03424654
1581	62.0334121
1582	62.03277779
1583	62.03192542
1584	62.03152574
1585	62.0312927
1586	62.0311629
1587	62.0309092
1588	62.03021533
1589	62.02976168
1590	62.02962002
1591	62.02927147
1592	62.02894517
1593	62.0286581
1594	62.02838999
1595	62.02805245
1596	62.02782548
1597	62.02758864
1598	62.02668305
1599	62.02655222
1600	62.02642968
1601	62.02620134
1602	62.02608896
1603	62.02573894
1604	62.02553831
1605	62.02545447
1606	62.02522652
1607	62.02491806
1608	62.02489198
1609	62.02459112
1610	62.02442749
1611	62.02401544
1612	62.02367704
1613	62.02318465
1614	62.02294286
1615	62.02263849
1616	62.02248029
1617	62.02223415
1618	62.02199305
1619	62.02160884
1620	62.02069428
1621	62.02041244
1622	62.02015602
1623	62.01975978
1624	62.01965625
1625	62.01947383
1626	62.01937044
1627	62.01901991
1628	62.01870385
1629	62.01836588
1630	62.01787289
1631	62.01747931
1632	62.01726635
1633	62.01716356
1634	62.01661466
1635	62.01638957
1636	62.01584247
1637	62.01550199
1638	62.01528535
1639	62.01459574
1640	62.014337
1641	62.01408632
1642	62.0140003
1643	62.0135667
1644	62.01326687
1645	62.01302655
1646	62.01278444
1647	62.0126035
1648	62.012394
1649	62.01195953
1650	62.01130082
1651	62.01113167
1652	62.01084423
1653	62.01039634
1654	62.01032279
1655	62.0099833
1656	62.00970557
1657	62.00923689
1658	62.00892463
1659	62.00863427
1660	62.00797968
1661	62.00787854
1662	62.00717222
1663	62.00688742
1664	62.00635098
1665	62.00623084
1666	62.00596761
